HDDMW	WSTD	FHDDM	HDDMA	FSDD	A_EE_OB	RDDM	FTDD	USDD6	A_EE_OB_2	FPDD	USDD4	USDD	OBDD1	OBDD	BFDD	EMZD2	CUSUM	STEPD	DDM	SADD	PHT	Seq1	EDDM	ADWIN	SEED	ECDD	Seq2
7.273809524	8.404761905	8.452380952	8.726190476	9.19047619	9.928571429	9.952380952	10.39285714	10.55952381	10.58333333	10.72619048	12.58333333	12.97619048	13.11904762	13.67857143	14.14285714	14.20238095	14.69047619	16.01190476	18.70238095	19.26190476	20.92857143	21.04761905	21.35714286	21.38095238	21.94047619	22.79761905	22.98809524
42
